batch_id,batch_date,shift,product_type,product_category,supplier_id,quantity_produced_kg,storage_temperature_celsius,humidity_percent,co2_concentration_ppm,light_exposure_lux,storage_duration_hours,cold_chain_maintained,storage_zone,processing_duration_hours,processing_delay_hours,processing_stages_completed,equipment_used,demand_forecast_kg,inventory_level_kg,delivery_time_days,transport_cost_per_ton_inr,supplier_reliability_score,supply_chain_disruption,extreme_weather_event,order_fulfillment_status,quality_score_percent,composite_risk_score,actual_wastage_kg,wastage_percent,wastage_cost_inr,spoilage_class,wastage_risk_category,recommended_corrective_action
BATCH-00724,2020-06-17,Afternoon,Onion,Root Vegetables,SUP-017,945.19,,81.36,1584.6,266.2,82.9,Yes,Zone-D,9.65,0.59,1,Conveyor-A,3515.4,257.98,7.59,7344.87,99.82,0,0,Fulfilled,87.29,0,149.06,15.77,3279.32,Bad,Medium,Reduce Storage Temperature
BATCH-00725,2023-11-16,Morning,Tomato,Vegetables,SUP-002,1808.88,19.71,82.6,1173.8,495.7,4.7,Yes,Zone-C,5.29,2.42,3,Washer-1,2062.19,713.85,3.78,2362.55,52.45,0,0,Cancelled,66.64,2,200.24,11.07,5006.0,Good,Medium,Reduce Storage Temperature
BATCH-00726,2023-11-02,Afternoon,Mango,Fruits,SUP-009,353.72,5.37,71.01,1258.4,265.9,19.3,Yes,Zone-B,7.87,1.43,2,Conveyor-B,3474.68,524.63,5.14,5131.03,72.16,0,0,Fulfilled,83.14,3,17.9,5.06,1074.0,Good,Low,Monitor & Maintain
BATCH-00727,2021-06-05,Morning,Leafy Greens,Vegetables,SUP-009,834.72,17.57,45.79,515.8,286.8,62.2,Yes,Zone-B,7.62,0.36,1,Conveyor-B,4389.2,118.69,6.81,2070.22,69.85,0,0,Fulfilled,84.42,1,101.67,12.18,1525.05,Good,Medium,Reduce Storage Temperature
BATCH-00728,2020-04-06,Night,Pineapple,Fruits,SUP-013,1660.17,,88.82,483.8,498.0,33.8,Yes,Zone-D,5.88,0.29,2,Conveyor-B,3316.35,1906.67,3.76,5549.22,88.52,1,0,Partial,85.28,0,143.77,8.66,6469.65,Good,Low,Activate Backup Supplier
BATCH-00729,2020-08-31,Afternoon,Banana,Fruits,SUP-006,1942.03,8.86,66.25,592.3,497.1,6.1,Yes,Zone-A,1.74,1.22,1,Sorter-X,2358.01,2408.22,6.48,3279.03,59.54,0,0,Partial,91.63,0,91.86,4.73,1837.2,Good,Low,Monitor & Maintain
BATCH-00730,2023-12-20,Morning,Strawberry,Berries,SUP-006,962.46,6.73,,912.6,212.0,57.1,Yes,Zone-A,2.58,2.48,6,Packer-Z,4639.11,2875.63,2.89,3460.96,71.7,0,0,Fulfilled,61.55,3,108.08,11.23,8646.4,Good,Medium,Quality Re-inspection Required
BATCH-00731,2022-04-01,Night,Pineapple,Fruits,SUP-020,1063.3,2.8,62.77,532.2,317.5,38.9,Yes,Zone-D,2.78,1.85,1,Packer-Z,4258.47,1378.61,3.27,3622.63,84.9,1,1,Fulfilled,57.22,1,116.22,10.93,5229.9,Good,Medium,Activate Backup Supplier
BATCH-00732,2021-06-04,Night,Banana,Fruits,SUP-020,1187.13,6.82,64.09,935.6,240.4,36.2,Yes,Zone-A,0.87,27.737763844048946,6,Conveyor-B,4470.96,911.19,3.45,2851.96,80.16,0,0,Fulfilled,56.31,0,131.42,11.07,2628.4,Good,Medium,Quality Re-inspection Required
BATCH-00733,2021-02-24,Morning,Orange,Fruits,SUP-003,1871.46,2.97,55.9,1073.8,360.4,26.9,Yes,Zone-B,4.1,0.99,4,Conveyor-B,4564.36,2605.32,9.39,7131.03,77.26,0,0,Fulfilled,59.57,1,62.13,3.32,2174.55,Good,Low,Quality Re-inspection Required
BATCH-00734,2021-01-10,Afternoon,Potato,Root Vegetables,SUP-017,1730.59,18.64,59.73,400.4,469.2,2.6,Yes,Zone-C,6.3,,1,Packer-Z,2272.16,2548.75,8.42,6922.88,71.75,0,0,Fulfilled,71.68,1,205.77,11.89,3703.86,Good,Medium,Reduce Storage Temperature
BATCH-00735,2022-08-27,Night,Lemon,Citrus,SUP-017,424.14,,89.34,537.1,154.8,19.1,Yes,Zone-C,1.87,0.08,2,Sorter-X,4368.38,1912.05,5.87,6714.79,87.6,1,0,Fulfilled,97.56,1,36.6,8.63,1098.0,Good,Low,Activate Backup Supplier
BATCH-00736,2021-09-04,Morning,Lemon,Citrus,SUP-012,929.84,17.96,61.57,850.2,409.4,46.6,Yes,Zone-D,2.16,0.91,3,Washer-1,3066.57,892.13,5.86,2278.45,82.32,0,0,Fulfilled,70.54,2,142.82,15.36,4284.6,Bad,Medium,Reduce Storage Temperature
BATCH-00737,2023-11-10,Afternoon,Strawberry,Berries,SUP-016,981.6,14.91,68.7,464.0,327.4,27.9,Yes,Zone-C,7.22,0.15,4,Packer-Z,671.72,2734.7,1.03,3016.31,93.74,0,0,Delayed,74.93,1,72.15,7.35,5772.0,Good,Low,Reduce Storage Temperature
BATCH-00738,2022-09-25,Night,Leafy Greens,Vegetables,SUP-015,1599.28,4.36,83.17,560.2,140.1,84.2,Yes,Zone-D,2.11,5.03,6,Conveyor-B,3361.26,617.36,6.67,5217.03,86.65,0,0,Partial,90.83,1,140.42,8.78,2106.3,Good,Low,Expedite Processing
BATCH-00739,2023-03-02,Morning,Mango,Fruits,SUP-013,1245.5,,68.73,678.2,398.6,15.4,Yes,Zone-A,1.79,,3,Sorter-X,2617.79,226.57,3.62,7297.86,57.02,0,0,Delayed,95.42,3,101.63,8.16,6097.8,Good,Low,Reduce Storage Temperature
BATCH-00740,2021-03-03,Night,Leafy Greens,Vegetables,SUP-001,1343.02,18.2,59.6,915.5,213.6,84.3,No,Zone-B,9.79,0.76,6,Sorter-X,1738.2,2410.19,6.32,5173.99,80.98,1,1,Partial,97.74,3,310.51,23.12,4657.65,Bad,High,Restore Cold Chain Immediately
BATCH-00741,2020-04-25,Night,Mango,Fruits,SUP-017,1996.58,8.27,68.57,1257.8,60.2,40.1,Yes,Zone-A,0.64,1.36,5,Conveyor-B,4866.72,1734.61,8.48,3560.46,52.23,0,0,Fulfilled,91.36,0,97.83,4.9,5869.8,Good,Low,Monitor & Maintain
BATCH-00742,2021-12-13,Morning,Leafy Greens,Vegetables,SUP-003,242.42,4.01,50.13,559.2,496.7,27.9,Yes,Zone-D,3.59,1.52,3,Conveyor-A,747.82,814.76,0.93,6409.12,69.37,0,0,Fulfilled,77.11,0,13.43,5.54,201.45,Good,Low,Monitor & Maintain
BATCH-00743,2021-04-04,Night,Potato,Root Vegetables,SUP-015,523.72,14.67,50.85,1285.6,212.8,30.6,No,Zone-B,0.83,3.74,5,Sorter-X,4756.45,2045.6,6.27,2446.85,70.6,0,1,Partial,65.1,1,107.26,20.48,1930.68,Bad,High,Restore Cold Chain Immediately
BATCH-00744,2020-10-22,Morning,Orange,Fruits,SUP-004,875.0,15.11,76.23,1426.1,270.8,33.0,No,Zone-B,8.46,1.56,5,Packer-Z,1216.7,2323.48,5.86,6782.92,92.74,0,0,Fulfilled,81.33,3,118.82,13.58,4158.7,Good,Medium,Restore Cold Chain Immediately
BATCH-00745,2023-10-22,Afternoon,Orange,Fruits,SUP-004,760.79,18.14,86.29,1181.8,404.0,49.6,Yes,Zone-B,6.04,1.13,4,Conveyor-A,2196.45,2549.18,2.46,7322.87,59.02,0,0,Partial,63.66,0,113.28,14.89,3964.8,Good,Medium,Reduce Storage Temperature
BATCH-00746,2021-10-10,Morning,Banana,Fruits,SUP-018,141.13,2.95,77.66,452.5,480.4,35.3,No,Zone-A,0.96,6.51,3,Washer-1,2377.56,918.17,6.64,7282.06,,0,0,Fulfilled,57.45,2,17.84,12.64,356.8,Good,Medium,Restore Cold Chain Immediately
BATCH-00747,2020-09-12,Afternoon,Onion,Root Vegetables,SUP-017,274.38,4.55,48.36,928.8,436.4,62.8,No,Zone-B,6.35,6.92,6,Packer-Z,3789.59,174.2,5.77,2518.12,59.62,0,0,Partial,95.45,3,39.15,14.27,861.3,Good,Medium,Restore Cold Chain Immediately
BATCH-00748,2020-10-17,Night,Orange,Fruits,SUP-019,1393.81,12.77,63.13,1192.1,262.5,42.0,Yes,Zone-A,1.67,0.08,1,Conveyor-B,1470.24,1579.11,7.79,4853.22,97.43,0,1,Delayed,76.33,3,197.78,14.19,6922.3,Good,Medium,Monitor & Maintain
BATCH-00749,2021-02-13,Morning,Orange,Fruits,SUP-011,1770.72,13.14,45.11,1574.2,272.8,65.1,Yes,Zone-A,5.21,,4,Conveyor-A,4937.46,2582.63,1.55,5058.38,76.47,0,0,Fulfilled,77.36,3,189.82,10.72,6643.7,Good,Medium,Monitor & Maintain
BATCH-00750,2023-12-30,Morning,Pineapple,Fruits,SUP-020,1077.03,2.6,68.0,1542.2,140.4,58.8,Yes,Zone-B,6.86,0.93,4,Packer-Z,3870.55,702.68,4.71,2792.48,85.41,1,0,Partial,81.81,2,91.33,8.48,4109.85,Good,Low,Activate Backup Supplier
BATCH-00751,2021-01-26,Morning,Pineapple,Fruits,SUP-003,1124.46,9.14,53.69,874.8,231.4,25.0,Yes,Zone-D,1.91,2.25,1,Sorter-X,4054.79,1321.26,9.98,4836.78,82.33,0,0,Fulfilled,74.86,0,75.23,6.69,3385.35,Good,Low,Monitor & Maintain
BATCH-00752,2021-04-25,Morning,Banana,Fruits,SUP-008,584.68,12.51,84.07,1139.1,473.4,78.4,Yes,Zone-B,5.22,2.03,3,Conveyor-B,978.93,843.62,7.05,5416.38,65.18,0,0,Fulfilled,74.55,0,68.06,11.64,1361.2,Good,Medium,Prioritize Dispatch
BATCH-00753,2022-08-20,Afternoon,Onion,Root Vegetables,SUP-014,1558.97,,49.7,1469.0,363.5,77.1,Yes,Zone-B,4.85,0.8,6,Conveyor-A,2643.4,138.75,7.0,3571.27,95.06,0,0,Fulfilled,95.27,0,185.99,11.93,4091.78,Good,Medium,Reduce Storage Temperature
BATCH-00754,2021-03-05,Afternoon,Strawberry,Berries,SUP-001,1528.41,7.69,45.06,1397.3,5.9,95.0,No,Zone-A,9.2,8.63,4,Sorter-X,4755.24,2705.72,3.52,3494.11,81.36,0,0,Fulfilled,90.93,0,323.11,21.14,25848.8,Bad,High,Restore Cold Chain Immediately
BATCH-00755,2020-11-11,Night,Pineapple,Fruits,SUP-014,1217.89,10.71,65.3,975.3,58.3,18.5,No,Zone-B,9.96,0.88,5,Conveyor-B,,491.65,1.39,2009.99,75.52,0,0,Partial,64.35,0,176.59,14.5,7946.55,Good,Medium,Restore Cold Chain Immediately
BATCH-00756,2020-08-19,Night,Strawberry,Berries,SUP-002,504.06,16.65,51.99,713.5,461.9,81.7,No,Zone-D,6.72,2.0,1,Conveyor-B,1154.23,2323.62,9.52,7219.16,76.42,0,0,Partial,67.84,3,116.29,23.07,9303.2,Bad,High,Restore Cold Chain Immediately
BATCH-00757,2021-04-01,Night,Tomato,Vegetables,SUP-004,284.33,19.17,78.21,564.5,424.4,84.0,Yes,Zone-B,8.62,3.36,6,Conveyor-A,2684.28,1105.15,1.5,6329.01,94.53,0,0,Fulfilled,84.07,2,41.37,14.55,1034.25,Good,Medium,Reduce Storage Temperature
BATCH-00758,2020-06-03,Night,Pineapple,Fruits,SUP-019,222.05,6.15,86.4,985.6,243.1,62.4,Yes,Zone-D,6.65,0.31,2,Conveyor-A,4686.77,905.28,9.93,6072.4,52.96,0,0,Fulfilled,80.13,1,20.65,9.3,929.25,Good,Low,Monitor & Maintain
BATCH-00759,2020-01-28,Morning,Potato,Root Vegetables,SUP-006,1226.12,6.55,46.89,1267.4,308.5,49.6,No,Zone-C,8.82,0.71,4,Conveyor-A,2690.56,2828.98,1.69,1786.54,69.45,1,0,Fulfilled,88.71,0,219.48,17.9,3950.64,Bad,Medium,Restore Cold Chain Immediately
BATCH-00760,2023-03-20,Afternoon,Onion,Root Vegetables,SUP-001,1667.57,18.92,62.8,1563.7,144.8,92.0,Yes,Zone-C,4.62,0.44,6,Packer-Z,2321.75,2005.88,2.12,5287.24,92.08,0,1,Cancelled,87.02,1,307.33,18.43,6761.26,Bad,High,Reduce Storage Temperature
BATCH-00761,2020-07-20,Afternoon,Banana,Fruits,SUP-017,1730.83,9.13,89.86,1434.2,396.4,93.4,Yes,Zone-C,6.28,3.04,5,Conveyor-B,3426.23,2092.08,3.43,2709.45,51.88,0,0,Partial,86.18,0,217.22,12.55,4344.4,Good,Medium,Prioritize Dispatch
BATCH-00762,2023-02-06,Afternoon,Tomato,Vegetables,SUP-008,980.88,14.93,77.97,645.1,301.7,62.3,No,Zone-B,8.53,3.23,3,Washer-1,4715.98,2302.99,5.37,5504.58,81.96,0,0,Delayed,93.73,3,180.87,18.44,4521.75,Bad,High,Restore Cold Chain Immediately
BATCH-00763,2023-03-10,Afternoon,Onion,Root Vegetables,SUP-019,1590.12,13.02,87.89,,347.4,35.8,Yes,Zone-A,9.22,0.59,3,Sorter-X,720.76,1088.71,8.01,5268.91,70.16,0,0,Fulfilled,88.73,3,115.12,7.24,2532.64,Good,Low,Monitor & Maintain
BATCH-00764,2022-02-24,Night,Potato,Root Vegetables,SUP-001,1899.07,7.14,52.38,746.9,187.5,78.8,Yes,Zone-D,0.73,0.01,1,Conveyor-A,,1734.63,9.72,6609.69,,0,0,Fulfilled,65.69,1,152.88,8.05,2751.84,Good,Low,Prioritize Dispatch
BATCH-00765,2021-03-28,Morning,Onion,Root Vegetables,SUP-005,622.82,13.76,54.96,1220.2,215.2,10.4,Yes,Zone-C,1.49,1.1,5,Conveyor-B,1097.39,883.65,3.91,3144.07,80.57,0,0,Partial,93.4,0,49.2,7.9,1082.4,Good,Low,Monitor & Maintain
BATCH-00766,2020-07-30,Afternoon,Potato,Root Vegetables,SUP-016,856.12,13.8,,1199.0,103.8,29.3,Yes,Zone-D,9.35,2.32,1,Sorter-X,884.0,2520.17,0.69,1819.55,91.55,0,0,Fulfilled,69.76,0,81.42,9.51,1465.56,Good,Low,Quality Re-inspection Required
BATCH-00767,2022-12-11,Morning,Potato,Root Vegetables,SUP-006,1869.81,12.66,58.61,726.9,474.0,94.6,Yes,Zone-A,5.9,1.95,4,Washer-1,1859.48,1837.99,6.36,6970.98,73.37,0,0,Fulfilled,95.08,2,202.13,10.81,3638.34,Good,Medium,Prioritize Dispatch
BATCH-00768,2022-05-28,Morning,Strawberry,Berries,SUP-008,742.64,3.79,77.6,681.3,473.3,78.5,Yes,Zone-D,9.91,1.18,1,Sorter-X,,805.88,7.25,6939.18,57.34,0,0,Fulfilled,91.27,2,35.05,4.72,2804.0,Good,Low,Prioritize Dispatch
BATCH-00769,2022-08-14,Morning,Leafy Greens,Vegetables,SUP-013,1836.36,19.91,52.42,524.7,408.9,90.3,Yes,Zone-D,8.03,0.72,2,Washer-1,2969.11,2709.3,4.28,4308.54,65.31,0,0,Partial,58.26,3,307.41,16.74,4611.15,Bad,Medium,Reduce Storage Temperature
BATCH-00770,2020-01-13,Morning,Tomato,Vegetables,SUP-016,1963.99,9.21,68.59,,467.8,57.9,No,Zone-C,8.27,1.29,1,Conveyor-A,1972.8,1784.44,2.24,2113.69,99.07,0,0,Partial,88.94,2,313.26,15.95,7831.5,Bad,Medium,Restore Cold Chain Immediately
BATCH-00771,2023-09-16,Afternoon,Onion,Root Vegetables,SUP-003,1357.44,,57.11,1430.1,332.7,40.3,Yes,Zone-D,4.17,0.03,1,Packer-Z,2323.44,1535.59,3.41,4553.2,,0,0,Fulfilled,77.01,2,150.95,11.12,3320.9,Good,Medium,Monitor & Maintain
BATCH-00772,2020-04-06,Afternoon,Mango,Fruits,SUP-019,1652.09,17.94,82.31,459.8,117.3,94.1,Yes,Zone-C,2.95,0.15,4,Washer-1,4738.39,200.01,6.73,4704.52,58.04,0,0,Delayed,97.99,3,185.53,11.23,11131.8,Good,Medium,Reduce Storage Temperature
BATCH-00773,2021-06-19,Afternoon,Tomato,Vegetables,SUP-012,1524.14,9.62,45.3,506.5,380.1,31.1,Yes,Zone-A,6.18,0.36,5,Conveyor-A,1200.45,2738.43,5.19,6434.22,,0,0,Partial,75.17,0,94.95,6.23,2373.75,Good,Low,Monitor & Maintain
BATCH-00774,2021-08-10,Night,Leafy Greens,Vegetables,SUP-016,1429.12,15.93,55.04,686.6,162.6,73.2,Yes,Zone-C,8.85,1.96,6,Sorter-X,2248.06,2861.59,7.56,5826.36,94.11,0,0,Fulfilled,57.95,2,179.93,12.59,2698.95,Good,Medium,Reduce Storage Temperature
BATCH-00775,2020-01-02,Afternoon,Tomato,Vegetables,SUP-011,683.17,19.49,72.24,1465.2,220.2,54.5,No,Zone-D,7.39,0.49,6,Sorter-X,1656.87,1731.54,2.57,2071.37,85.36,1,0,Partial,,1,162.46,23.78,4061.5,Bad,High,Restore Cold Chain Immediately
BATCH-00776,2021-12-26,Night,Orange,Fruits,SUP-010,208.48,8.46,49.35,,137.2,23.5,Yes,Zone-A,4.99,1.1,2,Sorter-X,,1383.29,8.5,5758.01,57.55,0,0,Fulfilled,73.93,2,15.39,7.38,538.65,Good,Low,Monitor & Maintain
BATCH-00777,2023-01-04,Night,Mango,Fruits,SUP-020,751.8,9.29,65.98,630.2,211.8,3.6,Yes,Zone-B,7.66,1.94,1,Packer-Z,3813.51,1142.74,1.98,2448.65,62.03,1,0,Delayed,81.04,3,70.22,9.34,4213.2,Good,Low,Activate Backup Supplier
BATCH-00778,2023-04-16,Night,Leafy Greens,Vegetables,SUP-004,1367.18,18.3,64.63,1258.7,339.7,38.1,Yes,Zone-B,7.06,3.55,4,Conveyor-B,4176.45,877.34,3.63,2179.83,59.01,0,0,Fulfilled,,1,188.53,13.79,2827.95,Good,Medium,Reduce Storage Temperature
BATCH-00779,2023-07-07,Afternoon,Strawberry,Berries,SUP-012,294.81,,83.36,782.9,55.3,53.5,Yes,Zone-A,9.17,1.6,4,Washer-1,2818.84,1766.14,6.12,3975.91,81.55,0,0,Fulfilled,77.66,3,24.26,8.23,1940.8,Good,Low,Monitor & Maintain
BATCH-00780,2021-12-13,Afternoon,Onion,Root Vegetables,SUP-002,122.64,2.51,73.14,800.0,52.6,19.2,No,Zone-A,3.0,0.39,6,Conveyor-B,4347.12,471.48,7.5,2109.48,69.94,0,0,Delayed,76.27,1,11.36,9.26,249.92,Good,Low,Restore Cold Chain Immediately
BATCH-00781,2022-07-09,Afternoon,Lemon,Citrus,SUP-019,365.42,,73.79,1286.8,341.9,41.0,No,Zone-D,1.63,6.06,4,Sorter-X,4032.84,2765.6,3.03,6478.05,52.39,0,0,Fulfilled,,0,74.62,20.42,2238.6,Bad,High,Restore Cold Chain Immediately
BATCH-00782,2020-04-26,Night,Leafy Greens,Vegetables,SUP-005,1459.9,16.79,87.83,702.0,389.8,59.8,Yes,Zone-B,4.97,0.19,5,Packer-Z,1206.52,610.28,9.51,4350.78,64.56,0,1,Delayed,68.31,2,197.96,13.56,2969.4,Good,Medium,Reduce Storage Temperature
BATCH-00783,2021-12-13,Night,Banana,Fruits,SUP-008,1948.31,19.51,89.21,1476.1,275.7,69.2,No,Zone-A,3.93,0.91,1,Conveyor-A,1604.43,2261.99,7.21,5070.49,93.03,0,0,Fulfilled,74.78,2,429.02,22.02,8580.4,Bad,High,Restore Cold Chain Immediately
BATCH-00784,2020-08-14,Morning,Onion,Root Vegetables,SUP-007,1967.82,3.05,74.4,1073.7,90.8,7.0,Yes,Zone-B,9.76,5.08,3,Packer-Z,3522.74,989.97,2.57,5011.58,89.8,0,0,Partial,72.1,1,119.45,6.07,2627.9,Good,Low,Expedite Processing
BATCH-00785,2021-06-23,Night,Leafy Greens,Vegetables,SUP-014,1038.56,4.81,68.49,,215.4,64.4,Yes,Zone-B,0.57,1.84,6,Conveyor-B,4886.57,755.61,7.39,7342.82,82.15,0,0,Fulfilled,,3,88.59,8.53,1328.85,Good,Low,Monitor & Maintain
BATCH-00786,2021-04-25,Night,Orange,Fruits,SUP-003,1751.77,,72.36,717.7,379.1,7.3,Yes,Zone-D,9.37,2.17,6,Sorter-X,2192.58,1717.82,7.12,6980.7,54.28,1,0,Partial,91.79,3,94.77,5.41,3316.95,Good,Low,Activate Backup Supplier
BATCH-00787,2021-09-10,Afternoon,Lemon,Citrus,SUP-018,1499.97,,62.21,1402.1,342.9,4.6,Yes,Zone-A,9.57,0.72,2,Washer-1,1534.14,2318.86,7.65,6593.43,94.14,0,0,Fulfilled,84.73,1,150.45,10.03,4513.5,Good,Medium,Reduce Storage Temperature
BATCH-00788,2022-04-14,Morning,Orange,Fruits,SUP-016,1051.98,12.91,89.44,1087.3,54.9,16.3,Yes,Zone-C,0.98,0.16,3,Packer-Z,4411.08,2207.54,9.2,3886.79,76.73,0,0,Delayed,75.46,2,74.06,7.04,2592.1,Good,Low,Monitor & Maintain
BATCH-00789,2023-08-11,Morning,Lemon,Citrus,SUP-019,1188.25,8.47,,586.6,484.6,63.4,No,Zone-A,8.95,0.91,5,Conveyor-B,1398.25,777.89,7.26,2503.03,74.73,1,0,Fulfilled,83.06,1,251.08,21.13,7532.4,Bad,High,Restore Cold Chain Immediately
BATCH-00790,2021-07-29,Morning,Banana,Fruits,SUP-019,360.73,3.03,58.1,647.6,111.7,7.0,No,Zone-B,4.97,1.03,6,Conveyor-B,3638.34,1058.46,3.84,5098.75,96.7,0,0,Fulfilled,69.18,0,38.67,10.72,773.4,Good,Medium,Restore Cold Chain Immediately
BATCH-00791,2023-12-03,Afternoon,Onion,Root Vegetables,SUP-018,1881.56,13.51,,961.9,110.2,4.0,Yes,Zone-C,7.78,0.63,1,Conveyor-A,654.12,2619.61,8.01,4218.24,50.44,0,0,Fulfilled,61.34,2,202.64,10.77,4458.08,Good,Medium,Quality Re-inspection Required
BATCH-00792,2023-01-13,Morning,Strawberry,Berries,SUP-020,768.67,12.26,47.01,1335.6,229.9,13.1,Yes,Zone-C,1.25,0.49,3,Washer-1,585.41,2197.41,7.11,2970.31,77.79,0,0,Cancelled,69.07,3,80.79,10.51,6463.2,Good,Medium,Quality Re-inspection Required
BATCH-00793,2022-01-16,Morning,Orange,Fruits,SUP-016,947.68,4.03,54.22,1527.2,163.6,91.3,No,Zone-B,9.57,0.88,3,Conveyor-B,,2166.81,5.96,2227.59,89.56,0,0,Delayed,74.52,0,155.32,16.39,5436.2,Bad,Medium,Restore Cold Chain Immediately
BATCH-00794,2022-07-29,Afternoon,Orange,Fruits,SUP-008,1376.15,18.36,55.48,1196.2,492.0,87.3,Yes,Zone-C,6.27,2.04,6,Washer-1,3454.43,879.82,3.86,4193.7,,0,0,Fulfilled,74.33,0,256.51,18.64,8977.85,Bad,High,Reduce Storage Temperature
BATCH-00795,2020-05-29,Morning,Potato,Root Vegetables,SUP-001,734.41,5.58,63.68,,38.2,10.1,Yes,Zone-C,9.04,5.95,3,Sorter-X,1140.96,2396.81,9.25,5441.54,67.86,0,0,Delayed,87.45,2,52.44,7.14,943.92,Good,Low,Expedite Processing
BATCH-00796,2023-05-18,Night,Lemon,Citrus,SUP-017,583.09,15.38,,700.9,153.2,30.6,Yes,Zone-A,6.89,2.43,2,Packer-Z,3937.47,1139.41,5.37,5293.51,98.87,0,0,Delayed,96.2,3,59.88,10.27,1796.4,Good,Medium,Reduce Storage Temperature
BATCH-00797,2022-04-30,Night,Pineapple,Fruits,SUP-012,1298.99,17.93,,1207.4,191.4,91.0,Yes,Zone-B,5.6,3.02,1,Conveyor-B,1079.31,1264.03,6.47,6156.48,60.59,0,0,Fulfilled,72.11,2,222.91,17.16,10030.95,Bad,Medium,Reduce Storage Temperature
BATCH-00798,2023-12-10,Night,Onion,Root Vegetables,SUP-011,147.47,12.43,54.51,1578.7,246.7,11.2,Yes,Zone-D,2.14,0.73,4,Sorter-X,2901.69,933.93,4.45,4370.68,76.56,0,0,Fulfilled,58.8,1,14.56,9.87,320.32,Good,Low,Quality Re-inspection Required
BATCH-00799,2022-07-18,Night,Lemon,Citrus,SUP-005,1469.38,6.44,53.45,971.5,8.2,10.9,Yes,Zone-C,2.19,0.22,1,Conveyor-A,,452.03,7.92,3528.73,87.3,0,0,Fulfilled,,0,121.81,8.29,3654.3,Good,Low,Quality Re-inspection Required
BATCH-00800,2023-05-02,Night,Potato,Root Vegetables,SUP-012,1076.64,,66.21,594.6,41.2,10.1,Yes,Zone-B,4.99,0.69,6,Washer-1,3885.14,1319.14,3.74,4789.85,69.52,0,1,Fulfilled,55.17,2,87.32,8.11,1571.76,Good,Low,Quality Re-inspection Required
BATCH-00801,2023-03-13,Night,Tomato,Vegetables,SUP-017,1250.93,17.94,,524.0,128.9,93.8,Yes,Zone-A,8.77,1.03,3,Sorter-X,4118.53,149.12,8.2,7324.79,70.39,0,0,Fulfilled,96.28,2,168.38,13.46,4209.5,Good,Medium,Reduce Storage Temperature
BATCH-00802,2021-05-19,Night,Lemon,Citrus,SUP-006,1300.57,7.37,66.07,723.1,277.0,71.9,No,Zone-A,1.59,2.34,1,Washer-1,797.41,1422.14,1.53,1921.98,53.16,0,0,Delayed,98.81,0,191.05,14.69,5731.5,Good,Medium,Restore Cold Chain Immediately
BATCH-00803,2021-01-14,Night,Strawberry,Berries,SUP-001,1101.4,15.43,63.62,1083.3,383.9,22.2,No,Zone-A,9.98,5.61,4,Washer-1,1366.72,2202.52,7.24,4731.55,59.5,0,0,Fulfilled,57.26,1,201.67,18.31,16133.6,Bad,High,Restore Cold Chain Immediately
BATCH-00804,2021-09-20,Night,Onion,Root Vegetables,SUP-005,1206.81,19.82,71.01,1536.2,343.2,6.3,Yes,Zone-C,8.82,3.31,2,Conveyor-B,4516.9,2886.16,5.03,3573.03,94.03,0,0,Delayed,70.76,3,165.21,13.69,3634.62,Good,Medium,Reduce Storage Temperature
BATCH-00805,2021-11-13,Afternoon,Potato,Root Vegetables,SUP-014,1399.2,20.0,56.57,759.0,283.5,92.7,Yes,Zone-D,4.23,0.62,1,Washer-1,2370.26,327.98,7.14,2272.08,90.92,0,0,Delayed,84.45,2,211.42,15.11,3805.56,Bad,Medium,Reduce Storage Temperature
BATCH-00806,2020-12-16,Afternoon,Tomato,Vegetables,SUP-005,1530.93,11.6,60.9,766.5,198.6,42.0,Yes,Zone-A,2.9,3.43,1,Sorter-X,2645.31,915.74,5.55,4185.44,65.23,0,0,Delayed,62.87,0,147.73,9.65,3693.25,Good,Low,Quality Re-inspection Required
BATCH-00807,2023-07-30,Night,Mango,Fruits,SUP-001,1482.16,16.88,,977.4,435.3,58.2,Yes,Zone-D,9.26,1.06,2,Conveyor-A,,1532.98,1.78,5385.16,69.09,0,0,Fulfilled,81.16,0,169.56,11.44,10173.6,Good,Medium,Reduce Storage Temperature
BATCH-00808,2022-03-03,Afternoon,Potato,Root Vegetables,SUP-018,1752.27,19.82,70.73,1502.3,229.9,28.2,Yes,Zone-B,1.67,0.39,2,Conveyor-B,4977.03,594.13,5.03,4728.64,72.02,0,0,Partial,90.8,1,212.02,12.1,3816.36,Good,Medium,Reduce Storage Temperature
BATCH-00809,2023-11-29,Afternoon,Mango,Fruits,SUP-016,459.94,8.74,76.38,902.9,149.6,73.3,Yes,Zone-A,3.8,1.24,6,Packer-Z,4653.71,438.8,9.66,1829.52,67.3,0,0,Delayed,,2,32.89,7.15,1973.4,Good,Low,Prioritize Dispatch
BATCH-00810,2023-03-28,Night,Onion,Root Vegetables,SUP-009,862.18,6.54,75.32,667.9,314.7,20.5,Yes,Zone-C,1.3,1.66,3,Conveyor-A,509.11,1411.72,7.67,5024.67,82.7,1,0,Fulfilled,86.08,0,58.28,6.76,1282.16,Good,Low,Activate Backup Supplier
