[2026-08-16T18:33:10.264731+00:00] ALERT for batch_id=8: Tomato batch #8: Medium risk (56.7/100). Recommended: Nashik Cold Storage Hub (186.9 km, Rs 18.02/kg).
[2026-08-21T17:09:58.032746+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (27.4/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T17:09:58.143327+00:00] ALERT for batch_id=58: Mango batch #58: High risk (92.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T17:09:58.213302+00:00] ALERT for batch_id=57: Mango batch #57: High risk (92.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T17:09:58.421721+00:00] ALERT for batch_id=56: Mango batch #56: High risk (92.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T19:51:44.277110+00:00] ALERT for batch_id=65: Tomato batch #65: Low risk (11.6/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T19:51:44.404758+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (11.6/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-21T19:51:44.411941+00:00] ALERT for batch_id=63: Mango batch #63: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T19:51:45.324535+00:00] ALERT for batch_id=64: Tomato batch #64: Low risk (4.0/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T19:51:46.126184+00:00] ALERT for batch_id=62: Mango batch #62: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T19:51:46.417644+00:00] ALERT for batch_id=61: Mango batch #61: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T19:51:49.567756+00:00] ALERT for batch_id=58: Mango batch #58: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T19:51:50.296534+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (22.5/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T19:51:50.950514+00:00] ALERT for batch_id=56: Mango batch #56: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T19:51:53.853028+00:00] ALERT for batch_id=57: Mango batch #57: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T19:51:54.291018+00:00] ALERT for batch_id=65: Tomato batch #65: Low risk (11.6/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T19:51:54.576724+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (11.6/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-21T19:51:55.539416+00:00] ALERT for batch_id=64: Tomato batch #64: Low risk (4.0/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T19:51:57.057501+00:00] ALERT for batch_id=62: Mango batch #62: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T19:51:59.587210+00:00] ALERT for batch_id=63: Mango batch #63: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T19:52:00.550826+00:00] ALERT for batch_id=58: Mango batch #58: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T19:52:03.717683+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (22.5/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T19:52:04.032485+00:00] ALERT for batch_id=56: Mango batch #56: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T19:52:04.844093+00:00] ALERT for batch_id=61: Mango batch #61: High risk (95.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T19:52:05.463049+00:00] ALERT for batch_id=57: Mango batch #57: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T19:59:51.870361+00:00] ALERT for batch_id=65: Tomato batch #65: Low risk (11.6/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T19:59:52.642676+00:00] ALERT for batch_id=62: Mango batch #62: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T19:59:52.705266+00:00] ALERT for batch_id=63: Mango batch #63: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T19:59:52.705130+00:00] ALERT for batch_id=64: Tomato batch #64: Low risk (4.0/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T19:59:52.731295+00:00] ALERT for batch_id=61: Mango batch #61: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T19:59:56.197829+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (11.6/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-21T19:59:57.130963+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (22.5/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T19:59:57.280675+00:00] ALERT for batch_id=58: Mango batch #58: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T19:59:57.282256+00:00] ALERT for batch_id=57: Mango batch #57: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T19:59:59.482866+00:00] ALERT for batch_id=56: Mango batch #56: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T20:00:00.950874+00:00] ALERT for batch_id=65: Tomato batch #65: Low risk (11.6/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T20:00:01.839151+00:00] ALERT for batch_id=62: Mango batch #62: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T20:00:02.240769+00:00] ALERT for batch_id=64: Tomato batch #64: Low risk (4.0/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T20:00:02.466066+00:00] ALERT for batch_id=63: Mango batch #63: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T20:00:02.713139+00:00] ALERT for batch_id=61: Mango batch #61: High risk (95.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T20:00:05.205404+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (11.6/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-21T20:00:06.344382+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (22.5/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T20:00:09.317862+00:00] ALERT for batch_id=56: Mango batch #56: High risk (91.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T20:00:12.010696+00:00] ALERT for batch_id=57: Mango batch #57: High risk (95.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T20:00:17.115453+00:00] ALERT for batch_id=58: Mango batch #58: High risk (95.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:07.774617+00:00] ALERT for batch_id=65: Tomato batch #65: Low risk (15.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T04:00:08.151725+00:00] ALERT for batch_id=61: Mango batch #61: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:08.378513+00:00] ALERT for batch_id=64: Tomato batch #64: Low risk (6.0/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T04:00:08.557273+00:00] ALERT for batch_id=62: Mango batch #62: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:08.583027+00:00] ALERT for batch_id=63: Mango batch #63: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:08.787760+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (12.2/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-22T04:00:12.013909+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (25.0/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T04:00:12.225067+00:00] ALERT for batch_id=58: Mango batch #58: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:12.629295+00:00] ALERT for batch_id=57: Mango batch #57: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:12.940256+00:00] ALERT for batch_id=56: Mango batch #56: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:13.150499+00:00] ALERT for batch_id=65: Tomato batch #65: Low risk (15.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T04:00:15.386174+00:00] ALERT for batch_id=61: Mango batch #61: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:16.093621+00:00] ALERT for batch_id=64: Tomato batch #64: Low risk (6.0/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T04:00:16.308574+00:00] ALERT for batch_id=62: Mango batch #62: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:16.872547+00:00] ALERT for batch_id=63: Mango batch #63: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:17.120570+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (12.2/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-22T04:00:19.725979+00:00] ALERT for batch_id=58: Mango batch #58: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:20.229234+00:00] ALERT for batch_id=57: Mango batch #57: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:20.369552+00:00] ALERT for batch_id=56: Mango batch #56: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:25.380390+00:00] ALERT for batch_id=59: Tomato batch #59: Medium risk (37.5/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T04:00:25.848321+00:00] ALERT for batch_id=64: Tomato batch #64: Low risk (6.0/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T04:00:25.982282+00:00] ALERT for batch_id=65: Tomato batch #65: Low risk (15.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T04:00:25.985407+00:00] ALERT for batch_id=63: Mango batch #63: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:26.458471+00:00] ALERT for batch_id=62: Mango batch #62: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:28.860970+00:00] ALERT for batch_id=61: Mango batch #61: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:29.012099+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (12.2/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-22T04:00:29.307794+00:00] ALERT for batch_id=57: Mango batch #57: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:30.760659+00:00] ALERT for batch_id=56: Mango batch #56: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:32.065897+00:00] ALERT for batch_id=64: Tomato batch #64: Low risk (6.0/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T04:00:32.074374+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (25.0/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T04:00:32.208600+00:00] ALERT for batch_id=65: Tomato batch #65: Low risk (15.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T04:00:34.600023+00:00] ALERT for batch_id=58: Mango batch #58: High risk (95.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:39.311437+00:00] ALERT for batch_id=63: Mango batch #63: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:39.880470+00:00] ALERT for batch_id=62: Mango batch #62: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:40.803264+00:00] ALERT for batch_id=61: Mango batch #61: High risk (95.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:40.843868+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (12.2/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-22T04:00:42.428623+00:00] ALERT for batch_id=56: Mango batch #56: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:42.876223+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (25.0/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T04:00:42.926975+00:00] ALERT for batch_id=57: Mango batch #57: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:00:43.902024+00:00] ALERT for batch_id=58: Mango batch #58: High risk (92.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:34:17.210499+00:00] ALERT for batch_id=64: Tomato batch #64: Low risk (9.2/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T04:34:17.217470+00:00] ALERT for batch_id=65: Tomato batch #65: Low risk (18.2/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T04:34:17.877819+00:00] ALERT for batch_id=61: Mango batch #61: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:34:17.920913+00:00] ALERT for batch_id=62: Mango batch #62: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:34:17.931005+00:00] ALERT for batch_id=63: Mango batch #63: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:34:18.052728+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (12.9/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-22T04:34:21.844086+00:00] ALERT for batch_id=58: Mango batch #58: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:34:21.845668+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (29.1/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T04:34:22.649224+00:00] ALERT for batch_id=57: Mango batch #57: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:34:22.708789+00:00] ALERT for batch_id=56: Mango batch #56: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:34:22.779460+00:00] ALERT for batch_id=64: Tomato batch #64: Low risk (9.2/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T04:34:24.864437+00:00] ALERT for batch_id=65: Tomato batch #65: Low risk (18.2/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T04:34:26.090204+00:00] ALERT for batch_id=61: Mango batch #61: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:34:26.090515+00:00] ALERT for batch_id=62: Mango batch #62: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:34:26.692458+00:00] ALERT for batch_id=63: Mango batch #63: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:34:26.857809+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (12.9/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-22T04:34:28.967969+00:00] ALERT for batch_id=58: Mango batch #58: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:34:29.174784+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (29.1/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T04:34:30.531376+00:00] ALERT for batch_id=57: Mango batch #57: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:34:30.534168+00:00] ALERT for batch_id=56: Mango batch #56: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:36:24.842407+00:00] ALERT for batch_id=67: Tomato batch #67: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T04:37:05.280617+00:00] ALERT for batch_id=67: Tomato batch #67: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T04:37:05.451793+00:00] ALERT for batch_id=65: Tomato batch #65: Low risk (18.2/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T04:37:05.882444+00:00] ALERT for batch_id=63: Mango batch #63: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:37:05.977572+00:00] ALERT for batch_id=64: Tomato batch #64: Low risk (9.2/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T04:37:06.029044+00:00] ALERT for batch_id=61: Mango batch #61: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:37:09.170664+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (12.9/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-22T04:37:09.474236+00:00] ALERT for batch_id=58: Mango batch #58: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:37:10.001790+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (29.1/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T04:37:10.151995+00:00] ALERT for batch_id=57: Mango batch #57: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:37:11.498681+00:00] ALERT for batch_id=62: Mango batch #62: High risk (95.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:37:12.650850+00:00] ALERT for batch_id=67: Tomato batch #67: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T04:37:13.675683+00:00] ALERT for batch_id=65: Tomato batch #65: Low risk (18.2/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T04:37:14.468276+00:00] ALERT for batch_id=63: Mango batch #63: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:37:14.666320+00:00] ALERT for batch_id=64: Tomato batch #64: Low risk (9.2/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T04:37:14.767236+00:00] ALERT for batch_id=61: Mango batch #61: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:37:17.399419+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (12.9/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-22T04:37:18.187447+00:00] ALERT for batch_id=58: Mango batch #58: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:37:18.392282+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (29.1/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T04:37:19.650044+00:00] ALERT for batch_id=68: Tomato batch #68: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T04:37:21.547112+00:00] ALERT for batch_id=57: Mango batch #57: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T04:37:27.137998+00:00] ALERT for batch_id=62: Mango batch #62: High risk (93.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T05:04:20.018764+00:00] ALERT for batch_id=68: Tomato batch #68: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T05:04:20.020234+00:00] ALERT for batch_id=67: Tomato batch #67: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
